airline_sentiment,clean_text,airline
negative,pre boarding process work basically anyone doesnt want wait turn get slip,Southwest
positive,love tv ad girl dancing makes laugh every time want take trip,Southwest
negative,oki forgive guys,Southwest
negative,delayed getting yelled attendants bother getting worse,Southwest
negative,southwest scheduled fly costa rica march cant book online available,Southwest
positive,yes bags came straight hotel thank guys rock,Southwest
positive,thank,Southwest
positive,oh gosh,Southwest
negative,service rep didnt say dumb tone voice like known,Southwest
negative,would nice could talk agent rather get caught w promotion amp hung,Southwest
negative,wanted southwest know dont think theyre great used anymore nothing look,Southwest
positive,lauren im screaming,Southwest
positive,lauren omg im dead im happy yes yes,Southwest
positive,youre best,Southwest
negative,customer relations line busy signal called normal line service rep thought dumb knowing,Southwest
positive,lauren omg best airline ever,Southwest
negative,didnt see travel compete unused funds expiration date hidden fine print never saw,Southwest
positive,holy fuckinf shit,Southwest
positive,oh god lauren oh god oh god,Southwest
positive,thank thank thank,Southwest
negative,long wait hour mothers bag make filed report waiting thanks help,Southwest
negative,sw return customer service business travelers made sw sw ignores us,Southwest
negative,app repeatedly crashed failed display name checking unable use app,Southwest
negative,,Southwest
negative,yea hoping avoid ticket difference amount birthday courtesy flysouthwest lovesouthwest mybday,Southwest
negative,amp use luggage scale measure weight loss one scale foot home accurate anymore,Southwest
positive,oh gosh seriously made day week year one appreciate,Southwest
negative,boarded plane told get wasnt plane hour delay,Southwest
positive,pleasantly surprised boarding flight time morning good job,Southwest
negative,two hours plane gate undignified behavior apology isnt enough freedrinkcoupons,Southwest
negative,cut people minutes flight time check bags flight delayed hours waited hrs,Southwest
negative,want file formal complaint disgruntled employee laguardia ruined mltple peoples travel plans yesterday,Southwest
positive,awesome sending,Southwest
negative,hi got tsa precheck amp put acct boarding pass flight pmcan updated,Southwest
negative,mdw gates many fewer seats planes,Southwest
negative,really hours plane gate jaxbna like havent waited days get home notokay,Southwest
positive,thank,Southwest
negative,option cancelled flight dont want change flight want cancelled flight,Southwest
positive,thank time,Southwest
negative,lastly company thats trying put love flying would nice someone personally address concerns,Southwest
negative,flight balt hit turbulence babies cried kids vomited chaos flight attendant caroline superhero,Southwest
negative,way flight number please feel free fact check complaints leave time amp baggage time,Southwest
negative,therefore since ive received recourse phone submitted email complaint amp letter via mail follow,Southwest
negative,consider loyal customer brand im astounded lack concern customers flying experiences,Southwest
negative,experience worse flying experience ive ever met w contempt customer service makes worse,Southwest
negative,please let nothing overhead bins exit first fly lot bring purse tired running connection,Southwest
negative,requested refund reward points used purchase flight refused,Southwest
negative,today call customer service amp speak wendell holton dallas office amp told nothing,Southwest
negative,get single answer southwest personnel hours wait apologies explanation,Southwest
negative,along passengers repeatedly asked southwest personnel taking long luggage,Southwest
negative,next arrived atlanta waited full hour luggage placed carousel one hour,Southwest
negative,secondly begin boarding time despite aircraft present deplaned thus left min late flight,Southwest
negative,bags fly free whats carryons packingayak,Southwest
negative,first cockroaches crawling counter gate visible mouse traps seats gate,Southwest
negative,completely displeased service received yesterday flying lga atl,Southwest
positive,landed nashville thanks taking care us,Southwest
negative,accepting reservations past august,Southwest
positive,thanks info good day,Southwest
negative,fsve corrected attendants error gave attitude made rude show taking back nutsamp said well late flight,Southwest
positive,hey least guys honest customers unlike,Southwest
negative,sent screen shot incident report,Southwest
negative,couldnt fly today amp made trip harder pay checked bag devotedyyours today,Southwest
positive,oh worries nl disappointments better lounges like delta disappoint,Southwest
negative,flight mco isp delayed details,Southwest
positive,thanks getting back nashville big thanks pilots baltimore flying snow landing ice,Southwest
positive,last night thanks following,Southwest
positive,win always saved day got direct orlando,Southwest
positive,deicing important,Southwest
positive,thank finally making boarding passes work passbook,Southwest
positive,love appreciate fact guys rarely cancelled flight flights time need cancelled flightlation time,Southwest
negative,flight fll kiosk opened rude attendants everyone late flight,Southwest
